rss_gib,time_s
0.0888214111328125,0.549840291030705
0.100494384765625,1.5604458330199122
0.11077880859375,2.5709985829889774
0.1204986572265625,3.581447625067085
0.1313323974609375,4.590860040858388
0.1419677734375,5.598791707772762
0.1517486572265625,6.606515374965966
0.16253662109375,7.6171413329429924
0.173248291015625,8.690031749662012
0.18524169921875,9.698019416071475
0.1954498291015625,10.709161458071321
0.20623779296875,11.720532457809895
0.2158966064453125,12.732753582764417
0.226470947265625,13.743604499846697
0.235595703125,14.75491249980405
0.2468719482421875,15.764625125098974
0.258575439453125,16.772782874759287
0.2693023681640625,17.783998790662736
0.2794342041015625,18.795303165912628
0.2892913818359375,19.806522749830037
0.2985076904296875,20.815116165671498
0.307464599609375,21.82386833289638
0.315185546875,22.8348736660555
0.3232421875,23.846481082960963
0.3304595947265625,24.856272915843874
0.33746337890625,25.864596541039646
0.34442138671875,26.875683874823153
0.3511505126953125,27.8831272078678
0.3579254150390625,28.889739249832928
0.3646392822265625,29.897409790661186
0.372833251953125,30.909187874756753
0.38214111328125,31.92097779083997
0.3915557861328125,32.93178612506017
0.4097442626953125,33.94358404073864
0.417877197265625,34.95535724982619
0.4260711669921875,35.96628695772961
0.4337921142578125,36.97743454109877
0.44183349609375,37.98875929089263
0.4484100341796875,38.99788508284837
0.4566802978515625,40.00910695781931
0.4641571044921875,41.02046487480402
0.4704437255859375,42.030461290851235
0.476593017578125,43.041465249843895
0.482025146484375,44.05282758269459
0.488128662109375,45.06432566605508
0.4936676025390625,46.07565162470564
0.4989471435546875,47.08726070774719
0.50457763671875,48.09769179066643
0.5136260986328125,49.10622520791367
0.523590087890625,50.11460425006226
0.53369140625,51.122729915659875
0.54248046875,52.13098470773548
0.550994873046875,53.14186566602439
0.5581207275390625,54.15311629092321
0.5651092529296875,55.164678915869445
0.5727081298828125,56.17355912504718
0.5798187255859375,57.18191304104403
0.5873870849609375,58.19126287475228
0.595794677734375,59.20235666586086
0.6054229736328125,60.2134077497758
0.618804931640625,61.22492245770991
0.627593994140625,62.235148707870394
0.636383056640625,63.2445660000667
0.6444244384765625,64.2529064998962
0.65203857421875,65.26067083282396
0.6635284423828125,66.27337033301592
0.669677734375,67.28454383276403
0.6754302978515625,68.29567291587591
0.6816864013671875,69.30733558302745
0.6700286865234375,70.31825912510976
0.6765594482421875,71.3288434999995
0.682525634765625,72.33762866584584
0.68896484375,73.3496706658043
0.6947021484375,74.35619350010529
0.7008209228515625,75.36779770767316
0.7067413330078125,76.379374708049
0.7117919921875,77.38898729067296
0.7181396484375,78.40029549971223
0.7239227294921875,79.41146575007588
0.7293701171875,80.4226610828191
0.7226409912109375,81.43377287499607
0.727996826171875,82.44281883304939
0.7334747314453125,83.45172612508759
0.73712158203125,84.46352512482554
0.7423248291015625,85.47198983281851
0.74945068359375,86.47901420807466
0.7589263916015625,87.49033504072577
0.7824554443359375,88.49993558274582
0.7913360595703125,89.51058699982241
0.8007354736328125,90.52029279107228
0.8071441650390625,91.52729195775464
0.8158111572265625,92.53751408308744
0.8235626220703125,93.54882833268493
0.8310394287109375,94.5599999576807
0.83734130859375,95.56981191597879
0.84429931640625,96.58006983296946
0.8516845703125,97.59165537497029
0.859344482421875,98.60315816570073
0.8681793212890625,99.61091816565022
0.87396240234375,100.6186458747834
0.8812255859375,101.62699270807207
0.8881988525390625,102.6383737907745
0.9020538330078125,103.64982237480581
0.9086456298828125,104.66023800009862
0.91595458984375,105.66880020778626
0.92169189453125,106.67800320778042
0.92938232421875,107.6895791250281
0.93743896484375,108.70130262477323
0.944427490234375,109.71256733266637
0.951629638671875,110.72441433276981
0.9584503173828125,111.73530033277348
0.9649810791015625,112.74667112482712
0.97210693359375,113.75561999995261
0.979339599609375,114.76612391602248
0.984893798828125,115.77563091600314
0.9911651611328125,116.78679774980992
0.9983978271484375,117.79743287479505
1.004425048828125,118.80848774965852
1.0177001953125,119.8213321249932
1.0233917236328125,120.83257587486878
1.02935791015625,121.84377583302557
1.036346435546875,122.85505904071033
1.049835205078125,123.86439295765013
1.0457763671875,124.87605287507176
